"event_id","event_consumer_id","event_mortgage_id","event_created_date","event_alias"
"423c10c5-1a93-4306-9da7-0b30214eb9cb","16a1cb32-5816-4e77-965f-10c0461f06a3","ad0216f1-f30c-4b07-93f7-a2a4afa42bcf","2024-05-10","email_sent"
"a6d9bb7e-61c7-403b-9723-3d50d9ed5824","6f40aa1e-79ca-4bed-891a-e578ad20fc30","b0a359e7-bab0-4de7-9d00-3f0df71666ad","2024-05-10","email_sent"
"476d437c-6484-4469-aab3-950355f04447","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-12","logged_in"
"47eb845c-cb87-4abd-b201-5982b4d332cc","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-12","email_clicked"
"6f61da74-06a2-4c8d-bd07-aba244117213","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-17","logged_in"
"3333f928-333d-43da-9baf-f8e3f7b5002d","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-17","email_clicked"
"03a1c9d1-0092-475b-8fef-c59ea6df16d9","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-20","logged_in"
"37b27da2-41a3-44d8-ade6-3b95403116ab","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-20","email_clicked"
"af94908d-f70e-466c-be59-21c37a8902ce","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-22","logged_in"
"62f2ed23-921b-4cde-ba27-c09f257c300c","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-22","email_clicked"
"17e20a60-57cc-423f-860d-6be1a62d12ca","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-22","logged_in"
"f21b9aa3-4b49-42d6-a034-3d6c1f9ea1de","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-22","email_clicked"
"29798d5f-1620-40a2-bc32-8adc749e4338","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-23","logged_in"
"46759ce2-95e5-4d7f-8039-a1c3828ef8d4","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-23","intent"
"8a8c9faa-5db6-4c4a-be5d-348618b76374","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-23","intent"
"f736e396-58a3-4468-8a25-9e674c9a1bea","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-23","email_clicked"
"d540a700-1b77-4ca8-b9c3-f803328ea642","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-28","logged_in"
"3f99c12b-5bd8-4575-95ec-e1ce5233312f","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-05-28","email_clicked"
"69baca94-0f9d-428c-a956-d2176318dad5","a5f48d8b-aeec-4f60-9d03-bb94efe67f23","","2024-05-30","logged_in"
"e96dfc51-d117-42d1-8728-9ed62da8e696","a5f48d8b-aeec-4f60-9d03-bb94efe67f23","","2024-05-30","email_clicked"
"5663aba5-417e-4bf0-8384-ca4fa85358b9","a5f48d8b-aeec-4f60-9d03-bb94efe67f23","fc116973-d81a-4cec-a831-e037e36d48af","2024-05-30","email_sent"
"c0f1b94b-2c26-46ab-8f17-2783005fe19e","0cd8a47a-670f-4169-bcd4-b0e1c6cf4bb5","5b0409a6-fe08-4a12-8b71-cd83d0c54789","2024-05-30","email_sent"
"1370a972-d1fc-4a23-90fe-824626a8faec","de03a8a2-c0b8-4ec3-adfe-8e5041249ca5","ba9ad9f5-b8b6-4d1a-8c0b-87fb5c0425a4","2024-05-30","email_sent"
"09695ab1-4945-495c-bfc7-45a5c60981df","ea82170e-0e1f-4a64-9b49-09ef86874ac0","b0a17481-a9f8-4833-9948-77c2cb90ea3c","2024-05-31","email_sent"
"93298f4c-5ffc-4a8d-b2ab-78139e462aa2","d1a23691-6dbb-41c8-baf7-beda3af5a257","9c69553f-bbd4-4e21-8693-6d982f0e627b","2024-05-31","email_sent"
"e43f895a-a6be-4197-ab07-67e2e479a6d3","e860d051-f953-4c30-af65-1fa65e3c0db5","b7337e53-3b66-437a-8cc0-f87da2dc64b8","2024-06-03","email_sent"
"473b0da4-a10f-40b0-b5df-549fa2697bdf","ef735dd1-23ed-4b8b-a3cc-1578ad638bc3","1726178f-71a5-46ae-a821-2af8aa9c9dd8","2024-06-03","email_sent"
"88271ff7-8507-41c9-8b83-91f87626ea1f","ea82170e-0e1f-4a64-9b49-09ef86874ac0","","2024-06-02","logged_in"
"de32f61c-bba9-4ee3-a6ba-0ccf71d54b16","ea82170e-0e1f-4a64-9b49-09ef86874ac0","","2024-06-02","email_clicked"
"e33f50ec-c232-4b3b-8622-6830ed153749","f11aea50-322e-4c5a-9940-fcd5f500fb35","b0a359e7-bab0-4de7-9d00-3f0df71666ad","2024-06-03","email_sent"
"198ca343-607c-45bb-89b1-60de3e08c4fd","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","8bf3487b-ebf2-4285-b007-9dd8e6ec4f5a","2024-06-03","email_sent"
"d4febecb-00f3-4280-b4d1-10600b1be8fd","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","2a961b1b-d2c9-4039-94a6-08988d72d580","2024-06-03","email_sent"
"aeb291d3-9248-42ec-9242-fa9c22e4912c","6f40aa1e-79ca-4bed-891a-e578ad20fc30","b0a359e7-bab0-4de7-9d00-3f0df71666ad","2024-06-03","email_sent"
"82e574e0-4aaf-441a-a3f9-199d0be530b4","16a1cb32-5816-4e77-965f-10c0461f06a3","ad0216f1-f30c-4b07-93f7-a2a4afa42bcf","2024-06-03","email_sent"
"0e31dea8-b649-4262-9820-83406ddf8a93","3a59ee4b-24cd-4a8b-bf2b-0803101813c2","ae6025a0-a73a-48a1-9532-68c66867d5a2","2024-06-03","email_sent"
"64cd7328-32bb-4291-9668-e78a3181f3c2","5b58d049-ffcb-4df3-99e8-2576ac88cabe","b1a12d40-d82b-4ad9-93f1-71cbe793a041","2024-06-03","email_sent"
"865facdb-937e-467c-a31f-361333c155d2","126884c2-a864-484a-b502-5c6cbf528bf1","51060c26-bbf4-460b-ae84-7bf1da03975f","2024-06-03","email_sent"
"22e1f37c-f1a4-4004-b85d-f71e97735ebe","39ffbca1-5c9f-4c85-9cbc-ddad8c26dd99","4610ce07-e41b-4130-bb45-24160faf618f","2024-06-03","email_sent"
"bd79f6bb-bf0f-417e-90e4-237df2011197","369e0d1f-8db3-4558-91ee-79bdc80079ca","b10c440d-df58-4ea6-8c7c-ff52e9c02976","2024-06-03","email_sent"
"4bc23247-b054-4562-84e4-dbe1753f8bb9","352b4ac0-fb14-4638-a024-22ea9e4a3948","553e5670-5050-4e71-bb73-1bd2a90f588c","2024-06-03","email_sent"
"f3cca32b-0b2d-4c1c-b0d8-5884cda7be68","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-06-03","subtopic_read"
"e25b9782-8621-458d-b0d4-3711d4ce1ff1","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-06-03","subtopic_read"
"2cefce25-8bd7-4c5e-8c72-d3d376e43499","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-06-03","subtopic_read"
"9a6667fe-9304-4441-9b20-630c39c5625a","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-06-03","subtopic_read"
"f729a111-b354-4d23-82b7-3c4e1253dd2b","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-06-03","logged_in"
"6266b819-3663-4c1d-92f8-22a31cd15dc3","c003a584-8a37-4ee8-b46f-87bed0c52749","","2024-06-03","email_clicked"
"6dd7e3bb-ddfb-48a6-bcf6-23cc4e7ad39a","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"5103aac3-3afe-48ed-a5f0-78b46281113e","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"0d317a9f-b570-4bd9-9057-92082a83ae5a","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"bb120422-cd5b-44a1-8dff-ddb255ab314d","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"4fd81824-ae0e-4835-a024-32d76dece2db","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"c21a143e-35e6-4b88-a57c-28b63c267edf","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"502c5982-77cc-497f-a3e8-ffaa6ff6d984","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"243ec684-442c-4d9c-aebf-0a5ffe32dac8","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"9873ef50-9825-42e3-8f9f-8a300740fcdd","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"77cf4301-3a6d-43d9-89fe-cd5c960c127e","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"e5e0338e-4dcc-401e-85f3-b75b3fce2c89","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"2afa3928-d0c0-4627-bb72-0c04bf444387","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","logged_in"
"fb8dce69-2ab6-44e1-a7a1-722664789865","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","email_clicked"
"75524353-5f8b-4188-859d-c90274f0c13d","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-06-03","subtopic_read"
"696038b2-a9f7-4440-b7a5-21f296921001","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-06-03","logged_in"
"04d2d42f-ac97-4978-8a49-aae1fa903eb6","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-06-03","email_clicked"
"16de8484-8110-4a5b-ab26-4cf7344aea03","ea82170e-0e1f-4a64-9b49-09ef86874ac0","","2024-06-04","logged_in"
"20caeaf8-b1fa-4fb5-acf5-d951ad33ff74","ea82170e-0e1f-4a64-9b49-09ef86874ac0","","2024-06-04","email_clicked"
"03955174-4f3e-4c10-9747-20f7d5876c70","9ea1d69b-8277-4509-8e54-d05fa631915a","0fe8250b-92b4-405c-a9f5-de55355e0b28","2024-06-10","email_sent"
"c885e771-c5af-451b-84f5-6cdd03d12e4b","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","0fe8250b-92b4-405c-a9f5-de55355e0b28","2024-06-10","email_sent"
"75ce67d1-ca2a-40a0-9330-01b3a20293d4","ee231584-2c5c-4365-87f8-81913d9d0889","038e6804-4878-4a6e-b18c-d43b164e90be","2024-06-10","email_sent"
"bc51f96a-5a8d-4b4e-9520-4a9097279673","86a3c0a8-5957-48af-8b09-3f1611b3f899","46e7d0e1-838e-4aa1-b85c-a5d93b350469","2024-06-12","email_sent"
"579cabc0-121f-447d-ac64-704bb0c30236","6f40aa1e-79ca-4bed-891a-e578ad20fc30","","2024-06-14","email_clicked"
"71108f51-1957-4dee-83dd-b6cb689012e7","6f40aa1e-79ca-4bed-891a-e578ad20fc30","","2024-06-14","logged_in"
"68af4654-2e5c-49af-9b71-0e234e89e5bd","d1a23691-6dbb-41c8-baf7-beda3af5a257","9c69553f-bbd4-4e21-8693-6d982f0e627b","2024-06-30","email_sent"
"0b8b5865-734a-4c60-8ed8-5fdf3cfc8708","5b58d049-ffcb-4df3-99e8-2576ac88cabe","b1a12d40-d82b-4ad9-93f1-71cbe793a041","2024-07-01","email_sent"
"a18e2b34-ac1f-418b-906a-486f14a12417","a5f48d8b-aeec-4f60-9d03-bb94efe67f23","fc116973-d81a-4cec-a831-e037e36d48af","2024-07-01","email_sent"
"297a7ef9-5588-46d1-8d08-ff9e070f89e1","126884c2-a864-484a-b502-5c6cbf528bf1","51060c26-bbf4-460b-ae84-7bf1da03975f","2024-07-02","email_sent"
"4b5ad83e-a754-4f63-becd-86d623c67de2","39ffbca1-5c9f-4c85-9cbc-ddad8c26dd99","4610ce07-e41b-4130-bb45-24160faf618f","2024-07-02","email_sent"
"984cb6d3-0311-4346-aa06-aa57640647c1","ef735dd1-23ed-4b8b-a3cc-1578ad638bc3","1726178f-71a5-46ae-a821-2af8aa9c9dd8","2024-07-02","email_sent"
"9c0e1e53-508e-4ca4-a999-5b9c886b45b6","ee231584-2c5c-4365-87f8-81913d9d0889","038e6804-4878-4a6e-b18c-d43b164e90be","2024-07-02","email_sent"
"504742a0-8856-40a8-bddc-91ad7f7c6a8b","f11aea50-322e-4c5a-9940-fcd5f500fb35","b0a359e7-bab0-4de7-9d00-3f0df71666ad","2024-07-02","email_sent"
"78e4f9a6-0682-4ae6-a6df-5c1e7ce5a29b","e860d051-f953-4c30-af65-1fa65e3c0db5","b7337e53-3b66-437a-8cc0-f87da2dc64b8","2024-07-02","email_sent"
"e9b66473-5cb7-475e-886c-4abb422469a0","6f40aa1e-79ca-4bed-891a-e578ad20fc30","b0a359e7-bab0-4de7-9d00-3f0df71666ad","2024-07-02","email_sent"
"65db33b6-9b19-4c16-b545-c2d318003f5a","9ea1d69b-8277-4509-8e54-d05fa631915a","0fe8250b-92b4-405c-a9f5-de55355e0b28","2024-07-02","email_sent"
"ad3d9fc6-6a38-4746-aa45-5e21e623abc4","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","0fe8250b-92b4-405c-a9f5-de55355e0b28","2024-07-02","email_sent"
"07b0d6c9-8bab-43b0-9035-88691f45b12f","369e0d1f-8db3-4558-91ee-79bdc80079ca","b10c440d-df58-4ea6-8c7c-ff52e9c02976","2024-07-03","email_sent"
"a1c0e23d-8b9d-4f04-964a-6e7b9c037100","352b4ac0-fb14-4638-a024-22ea9e4a3948","553e5670-5050-4e71-bb73-1bd2a90f588c","2024-07-03","email_sent"
"426f542a-044e-4081-875c-34248c95e643","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","8bf3487b-ebf2-4285-b007-9dd8e6ec4f5a","2024-07-03","email_sent"
"73c250a0-bfdc-4635-b503-ec6df11f9dd9","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","2a961b1b-d2c9-4039-94a6-08988d72d580","2024-07-03","email_sent"
"833eb77e-4d5b-402f-89f0-66d923c28647","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"5cce30ee-07d1-440e-a45e-bf2b81b93568","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"8af8cca4-206a-4a79-a273-004098135f61","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"dd8426a3-fb85-462d-bffe-2ff8cb6b239e","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"01b2aa33-f218-47a4-910a-446c358f94c0","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"85fe5c47-3314-49e3-a7a7-085303206620","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"d46f52af-eade-4352-89b5-09ec29131a0e","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"2d1eb2a6-fe0a-484b-987f-1d9ada87bd14","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"a69d32a0-1127-4387-9911-3d11f9c1ff79","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"2d514f9a-0a16-48b0-a216-04dd7e60b7ff","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"cc8f3557-eeb6-48d5-a515-39888632be48","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"a5e6edcb-5ec7-40c3-b63b-19dd3b889a98","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","logged_in"
"5b2f776b-6505-4c5e-8b87-9962885e7a0a","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","email_clicked"
"efbbf54e-458b-4e29-955b-2bc297cf5201","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"6c76c5d0-a595-4fcc-8da2-5a39af6bbe71","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"4fd5ef50-29f1-4e35-9a64-d1b1bf3327a2","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"9bfb0504-4d07-4c5d-a036-6e36528aa2b7","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"b2baf5d4-1b71-45c1-9d2a-26cdd24192e7","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"e60f382c-2df2-4124-b2fa-87465a731664","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"cef746a5-6e05-4f2b-914f-4224ab6657c0","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"aed80e63-2532-4b56-a5a7-06e8469722d9","ba5e11dc-5645-4b5d-81d5-e0d50dd3655d","","2024-07-03","subtopic_read"
"98ef40bb-0ce8-47cb-8673-875a1ceb6088","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-04","subtopic_read"
"453301c1-e7fc-4e94-96df-e928ed5b5e2e","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-07-03","email_clicked"
"3d2f1b33-62d1-44dc-91ab-4511c6c3ebc3","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-04","logged_in"
"1ecf9af8-2773-4c70-ac7a-3ea22d11a5fc","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-04","logged_in"
"4c601658-9878-4f9a-bb54-71d2e9a79a5d","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-04","email_clicked"
"bbeae4b2-1a91-4fe5-830c-bfa84bee63a7","e4c4b66b-40ca-45ee-a3ce-c6cb4bada268","","2024-07-03","logged_in"
"4b696a62-cbf3-4a8c-b53b-22c507306d00","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-04","logged_in"
"8f73b17b-e4fd-4368-906d-1d1a579a82f9","ea82170e-0e1f-4a64-9b49-09ef86874ac0","e0f6e21a-b67c-4ee3-9a51-fd793e0f02c3","2024-07-10","email_sent"
"7ecf4764-9cc3-4b0e-818d-2820294432ce","3a59ee4b-24cd-4a8b-bf2b-0803101813c2","","2024-07-10","email_clicked"
"4e4d92a9-4c38-44f5-bb07-3aa1e509b253","3a59ee4b-24cd-4a8b-bf2b-0803101813c2","ae6025a0-a73a-48a1-9532-68c66867d5a2","2024-07-10","email_sent"
"9f3803d3-006e-44f5-9b1e-58d8f99b8096","5b58d049-ffcb-4df3-99e8-2576ac88cabe","b1a12d40-d82b-4ad9-93f1-71cbe793a041","2024-07-16","email_sent"
"0caa77f7-f9f1-4167-b5dc-6e2c48cb62f5","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-12","logged_in"
"fe9fe45a-2eb9-4bf8-be4b-32bf455ea05d","d70ca745-4cb4-4f23-a59b-e1279b3e28a4","","2024-07-12","subtopic_read"
"baac7839-d1fc-47ba-b156-868accc00c05","126884c2-a864-484a-b502-5c6cbf528bf1","","2024-07-12","email_clicked"
"12229b0f-87d3-4d6e-9679-d59daaa0c97d","126884c2-a864-484a-b502-5c6cbf528bf1","","2024-07-12","logged_in"
"bb72696b-d43c-4146-bd32-d1c9ed749c2b","126884c2-a864-484a-b502-5c6cbf528bf1","","2024-07-12","email_clicked"
"a135d945-069b-4654-a055-4f44a6383e4f","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"cddddaa0-f573-4b94-97f4-74e0c34f2622","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","logged_in"
"b9475565-30fb-46ff-a16e-7627aa5771b0","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","email_clicked"
"e1d9be05-d3b7-4161-b6d9-64c439ef7555","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","email_clicked"
"80faa873-2799-4051-b637-ba692ea6d9f8","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","email_clicked"
"932d4b76-4f3b-45ab-842e-963cb16368b6","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"373f720b-90cb-4c7b-9304-de1ee6172e02","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"a19b7574-8b2d-4d00-becc-bed956586e61","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"457266ca-3d4a-4ad8-bfb1-ab89309f9f8a","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"db7760c3-bc22-436c-93fb-b820a481dd9e","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"3c42ff04-412d-44ce-b120-4029a47b93d8","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"75726808-d0e6-430e-bf2e-3a77fb5f511b","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"c3d3f05c-fc30-4aef-a4ba-847a826ecf59","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"d50cfc93-0f90-4d38-8d73-2dbfee2ac965","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"f9e28838-ede8-4e20-b4b8-2114632875ef","352b4ac0-fb14-4638-a024-22ea9e4a3948","","2024-07-18","subtopic_read"
"aae7094a-a31e-4fc4-b0b3-67faef6857db","e860d051-f953-4c30-af65-1fa65e3c0db5","b7337e53-3b66-437a-8cc0-f87da2dc64b8","2024-07-22","email_sent"
"b852beb6-be3c-4aec-9f85-dcee6d553757","39ffbca1-5c9f-4c85-9cbc-ddad8c26dd99","4610ce07-e41b-4130-bb45-24160faf618f","2024-07-22","email_sent"
"7f4fddf0-0f22-432a-822f-bbc2e03b79fb","ef735dd1-23ed-4b8b-a3cc-1578ad638bc3","1726178f-71a5-46ae-a821-2af8aa9c9dd8","2024-07-22","email_sent"
"e0c3a827-90e1-4a10-b083-465c49319908","f11aea50-322e-4c5a-9940-fcd5f500fb35","b0a359e7-bab0-4de7-9d00-3f0df71666ad","2024-07-22","email_sent"
